"name","address","latitude","longitude","link","price","health_color","isVegan","isVegetarian"
"Cheeseboy","280 Washington St",42.357256,-71.05825,"/restaurants/cheeseboy-3/","$","green",0,0
"Cheeseboy","800 Boylston St",42.348785,-71.082408,"/restaurants/cheeseboy-2/","$","green",0,0
"Cheeseboy","720 Atlantic Ave",42.351126,-71.056409,"/restaurants/cheeseboy/","$","green",0,0
"Chef Chang's","30 Massachusetts Ave",42.350462,-71.088979,"/restaurants/chef-changs/","$$$","red",0,0
"Chef Chow's House","230 Harvard St",42.340809,-71.121059,"/restaurants/chef-chows-house/","$$","red",0,0
"Chicago Pizza","239 Massachusetts Ave",42.36163,-71.097463,"/restaurants/chicago-pizza/","$","red",0,0
"Chicken &amp; Rice Guys","Location Varies",42.34848,-71.075825,"/restaurants/chicken-rice-guys/","$","red",0,0
"Chicken Lou's","50 Forsyth St",42.337635,-71.090411,"/restaurants/chicken-lous/","$","green",0,0
"Chilipa","1 Brighton Ave",42.35236,-71.125317,"/restaurants/chilipa/","$","red",0,0
"Chill","354 Chestnut Hill Ave",42.336873,-71.15151,"/restaurants/chill/","$","red",0,0
"Chilli Duck","829 Boylston St",42.348731,-71.082608,"/restaurants/chilli-duck/","$$$","yellow",0,0
"Chilli Thai Bistro","1799 Commonwealth Ave",42.340599,-71.151538,"/restaurants/chilli-thai-bistro/","$","yellow",0,0
"China Delight","524 Somerville Ave",42.383069,-71.106199,"/restaurants/china-delight/","$$","red",0,0
"China Gourmet","23 Tyler St",42.350499,-71.061107,"/restaurants/china-gourmet/","$$","yellow",0,0
"China House","331 Hanover St",42.364371,-71.054258,"/restaurants/china-house/","$$","red",0,0
"China King","60 Beach St",42.351299,-71.060226,"/restaurants/china-king/","$$","red",0,0
"China Pearl Restaurant","9 Tyler St",42.350943,-71.060909,"/restaurants/china-pearl-restaurant/","$$","red",0,0
"Chinatown Cafe","262 Harrison Ave",42.346984,-71.06313,"/restaurants/chinatown-cafe/","$$","red",0,0
"Chinese Dragon","380 Chelsea St",42.3794,-71.0281,"/restaurants/chinese-dragon/","$$","red",0,0
"Chinese Mirch","251 Massachusetts Ave",42.344048,-71.086168,"/restaurants/chinese-mirch/","$$$","yellow",0,0
"Chipotle","2 Cambridge Ctr",42.363071,-71.086285,"/restaurants/chipotle-9/","$$","red",0,0
"Chipotle","876 Commonwealth Ave",42.348701,-71.097052,"/restaurants/chipotle-4/","$$","red",0,0
"Chipotle","283 Washington St",42.357497,-71.058429,"/restaurants/chipotle-8/","$$","red",0,0
"Chipotle","227 Alewife Brook Pkwy",42.389123,-71.142998,"/restaurants/chipotle-7/","$$","red",0,0
"Chipotle","148 Brookline Ave",42.344768,-71.100962,"/restaurants/chipotle-3/","$$","red",0,0
"Chipotle","1 Brattle Square",42.373296,-71.121097,"/restaurants/chipotle-2/","$$","red",0,0
"Chipotle","1924 Beacon St",42.336185,-71.149355,"/restaurants/chipotle/","$$","red",0,0
"Chipotle","598 Massachusetts Ave",42.364941,-71.103166,"/restaurants/chipotle-11/","$$","red",0,0
"Chipotle","101 Summer St",42.353619,-71.057977,"/restaurants/chipotle-6/","$$","red",0,0
"Chipotle","100 Cambridgeside Pl",42.368148,-71.076147,"/restaurants/chipotle-10/","$$","red",0,0
"Chipotle","270\u002D276 Elm St",42.395916,-71.122224,"/restaurants/chipotle-5/","$$","red",0,0
"Chocho's","1815 Massachusetts Ave",42.386196,-71.119297,"/restaurants/chochos/","$$","red",0,0
"Chow n' Joy","626C Somerville Ave",42.384217,-71.1108,"/restaurants/chow-n-joy/","$","red",0,0
"Chow Thai Cafe","187 Main St",42.375821,-71.064893,"/restaurants/chow-thai-cafe/","$$","yellow",0,0
"Christina's Homemade Ice Cream","1255 Cambridge St",42.373459,-71.098709,"/restaurants/christinas-homemade-ice-cream/","$","red",0,0
"Christopher's","1920 Massachusetts Ave",42.388996,-71.119697,"/restaurants/christophers/","$$","yellow",0,0
"Chung Wah (CLOSED)","196 Border St",42.375049,-71.039798,"/restaurants/chung-wah/","$$","yellow",0,0
"Church","69 Kilmarnock St",42.342605,-71.099595,"/restaurants/church/","$$$$","yellow",0,0
"Chutney's","350 Longwood Ave",42.338644,-71.106866,"/restaurants/chutneys-2/","$","red",0,0
"Chutney's","36 JFK St",42.372632,-71.119869,"/restaurants/chutneys/","$","red",0,0
"Chutney's","173 Massachusetts Ave",42.345883,-71.087435,"/restaurants/chutneys-3/","$$","green",0,1
"Cilantro","1105 Massachusetts Ave",42.370793,-71.113375,"/restaurants/cilantro/","$$","red",0,0
"Cinderella's","901 Main St",42.363484,-71.099846,"/restaurants/cinderellas/","$$","yellow",0,0
"Cinquecento","500 Harrison Ave",42.342244,-71.065824,"/restaurants/cinquecento/","$$$$","yellow",0,0
"Citizen Public House","1310 Boyston St",42.344429,-71.098327,"/restaurants/citizen-pub/","$$$$","green",0,1
"Citra- a fresh cafe","221 LONGWOOD AVENNUE",42.337201,-71.102131,"/restaurants/citra--a-fresh-cafe/","$","green",0,0
"City Bar","425 Summer St",42.346086,-71.04328,"/restaurants/city-bar-2/","$$$","yellow",0,0
"City Bar","61 Exeter St",42.349047,-71.079545,"/restaurants/city-bar/","$$","yellow",0,0
"City Feed &amp; Supply","672 Centre St",42.312395,-71.114306,"/restaurants/city-feed-supply-2/","$","green",0,0
"City Feed &amp; Supply","66 Boylston St",42.31713,-71.106396,"/restaurants/city-feed-supply/","$","green",0,0
"City Girl Cafe","204 Hampshire St",42.373143,-71.100324,"/restaurants/city-girl-cafe/","$$","yellow",0,0
"City Slicker Cafe","588 Somerville Ave",42.383696,-71.109096,"/restaurants/city-slicker-cafe/","$$$","yellow",0,0
"City Table","61 Exeter St",42.349047,-71.079545,"/restaurants/city-table/","$$$$","yellow",0,0
"CitySide","1960 Beacon St",42.336097,-71.150897,"/restaurants/cityside/","$$","red",0,0
"Clarke's at Faneuil Hall","21 Merchants Row",42.359399,-71.055521,"/restaurants/clarkes/","$$","yellow",0,0
"Clay Pot Cafe","74 Kneeland St",42.35046,-71.06039,"/restaurants/clay-pot-cafe/","$$","yellow",0,0
"Clear Flour Bread","178 Thorndike St",42.350177,-71.126237,"/restaurants/clear-flour-bread/","$","yellow",0,0
"Clery's","113 Dartmouth St",42.347533,-71.076212,"/restaurants/clerys/","$$","red",0,0
"Clink","215 Charles St",42.361748,-71.071005,"/restaurants/clink/","$$$$$","yellow",0,0
"Clio","370 Commonwealth Ave",42.348586,-71.088731,"/restaurants/clio/","$$$$$","yellow",0,0
"Clover","5 Cambridge Ctr",42.36271,-71.087272,"/restaurants/clover-2/","$","green",0,1
"Clover Food Lab","6 Harvard St",42.333491,-71.118821,"/restaurants/clover-food-lab-2/","$","green",0,1
"Clover Food Lab","7 Holyoke St",42.372788,-71.118113,"/restaurants/clover-food-lab/","$","green",0,1
"Clover HUB","1075 Cambridge St",42.373021,-71.095229,"/restaurants/clover-hub/","$","green",0,1
"Club Cafe","209 Columbus Ave",42.347303,-71.073478,"/restaurants/club-cafe/","$$$","red",0,0
"Coast Cafe","233 River St",42.363028,-71.111688,"/restaurants/coast-cafe/","$","red",0,0
"Cobblestone Cafe","227 Hanover St",42.362931,-71.055289,"/restaurants/cobblestone-cafe/","$$$","yellow",0,0
"Cocobeet","100 City Hall Plz",42.359555,-71.058884,"/restaurants/cocobeet/","$$","green",1,1
"Coda","329 Columbus Ave",42.345984,-71.075116,"/restaurants/coda/","$$$","yellow",0,0
"Code 10","1638 Washington St",42.337897,-71.075195,"/restaurants/code-10/","$","green",0,0
"Coffee Central","55 Fruit St",42.362639,-71.068202,"/restaurants/coffee-central/","$","green",0,0
"Cold Stone Creamery","94 Belvidere St",42.345903,-71.083307,"/restaurants/cold-stone-creamery-2/","$","yellow",0,0
"Cold Stone Creamery","201 Brookline Ave",42.34347,-71.1027,"/restaurants/cold-stone-creamery/","$","yellow",0,0
"College Pizza","50 Queensberry St",42.342745,-71.097479,"/restaurants/college-pizza/","$$","red",0,0
"Comella's","1 Boylston St",42.323772,-71.166141,"/restaurants/comellas-2/","$$$","yellow",0,0
"Common Ground","85 Harvard Ave",42.353397,-71.132497,"/restaurants/common-ground/","$$","yellow",0,0
"Commonwealth","11 Broad Canal Way",42.363106,-71.082768,"/restaurants/commonwealth/","$$$","green",0,0
"Compliments Food Truck","Location Varies",42.355952,-71.131282,"/restaurants/compliments-food-truck/","$","yellow",0,0
"Connolly's Publik House","1 Hotel Dr",42.365038,-71.025103,"/restaurants/connollys-publik-house/","$$$$","yellow",0,0
"Conor Larkin's","329 Huntington Ave",42.340316,-71.088821,"/restaurants/conor-larkins/","$$","yellow",0,0
"Coogan's","171 Milk Street",42.358333,-71.053589,"/restaurants/coogans/","$$","yellow",0,0
"Cookin' Cafe &amp; Grill","1096 Commonwealth Ave",42.351875,-71.124363,"/restaurants/cookin-cafe-grill/","$$","yellow",0,0
"Coolidge Corner Clubhouse","307 Harvard St",42.343072,-71.123196,"/restaurants/coolidge-corner-clubhouse/","$$$","yellow",0,0
"Coppa","253 Shawmut Ave",42.343333,-71.068721,"/restaurants/coppa/","$$$","yellow",0,0
"Corner Cafe","502 Massachusetts Ave",42.339197,-71.080495,"/restaurants/corner-cafe/","$$","green",0,0
"Cornwall's","654 Beacon St",42.351497,-71.087196,"/restaurants/cornwalls/","$$","yellow",0,0
"Corrib Pub","201 Harvard Street",42.339447,-71.121246,"/restaurants/corrib-pub/","$$$","yellow",0,0
"Corrib Pub &amp; Restaurant","396 Market St",42.350097,-71.153297,"/restaurants/corrib-pub-restaurant/","$$","red",0,0
"Cosi Sandwich Bar","125 High St",42.355812,-71.052967,"/restaurants/cosi-sandwich-bar-5/","$$","green",0,0
"Cosi Sandwich Bar","2 South Station",42.352516,-71.055737,"/restaurants/cosi-sandwich-bar/","$$","green",0,0
"Cosi Sandwich Bar","14 Milk St",42.356647,-71.05817,"/restaurants/cosi-sandwich-bar-2/","$$","green",0,0
"Cosi Sandwich Bar","133 Federal St",42.354172,-71.056685,"/restaurants/cosi-sandwich-bar-3/","$$","green",0,0
"Cosi Sandwich Bar","1 Harborside Dr",42.363275,-71.025663,"/restaurants/cosi-sandwich-bar-8/","$$","green",0,0
"Cosi Sandwich Bar","290 Main St",42.362206,-71.085449,"/restaurants/cosi-sandwich-bar-7/","$$","green",0,0
"Cosi Sandwich Bar","245 Summer St",42.351583,-71.053745,"/restaurants/cosi-sandwich-bar-6/","$$","green",0,0
"Cosi Sandwich Bar","200 Terminal B Pier A",42.369543,-71.020061,"/restaurants/cosi-sandwich-bar-9/","$$","green",0,0
"Cosi Sandwich Bar","500 Terminal E",42.363275,-71.025663,"/restaurants/cosi-sandwich-bar-10/","$$","green",0,0
"Cosi Sandwich Bar","53 State St",42.358897,-71.056652,"/restaurants/cosi-sandwich-bar-4/","$$","green",0,0
"Costello's","723 Centre St",42.311258,-71.114544,"/restaurants/costellos/","$$","yellow",0,0
"Court House","498 Cambridge St",42.371629,-71.084516,"/restaurants/court-house/","$$","red",0,0
"Courtside","299 Cambridge St",42.371168,-71.081239,"/restaurants/courtside/","$","yellow",0,0
"Craigie On Main","853 Main St",42.363421,-71.098646,"/restaurants/craigie-on-main/","$$$$$","green",0,1
"Crave","75 Kneeland Ave",42.350385,-71.060648,"/restaurants/crave/","$$","yellow",0,0
"Crazy Dough's","36 JFK St",42.37267,-71.120123,"/restaurants/crazy-doughs/","$$","yellow",0,0
"Crazy Dough's","8 Park Plz",42.351284,-71.066102,"/restaurants/crazy-doughs-3/","$","red",0,0
"Crazy Dough's","2201 Commonwealth Ave",42.340186,-71.16663,"/restaurants/crazy-doughs-4/","$","red",0,0
"Crazy Dough's","1124 Boylston St",42.347114,-71.089157,"/restaurants/crazy-doughs-2/","$$","red",0,0
"Crema Cafe","27 Brattle St",42.373296,-71.121097,"/restaurants/crema-cafe/","$","green",0,0
"Crispy Crepes Cafe","512 Park Dr",42.347552,-71.105825,"/restaurants/crispy-crepes-cafe/","$$","yellow",0,0
"Crispy Dough Pizzeria","1514 Tremont St",42.332352,-71.099701,"/restaurants/crispy-dough-pizzeria/","$","yellow",0,0
"Cristo's Pizzeria","233 Elm St",42.394952,-71.121453,"/restaurants/cristos-pizzeria/","$$","yellow",0,0
"Crumbs","176 Federal St",42.353637,-71.056133,"/restaurants/crumbs/","$","yellow",0,0
"Crush Pizzeria","107 State St",42.359131,-71.054978,"/restaurants/crush-pizzeria/","$$","yellow",0,0
"Crystal Restaurant","20 Linden St",42.355532,-71.130778,"/restaurants/crystal-restaurant/","$$$$$","yellow",0,0
"Cuchi Cuchi","795 Main St",42.363297,-71.097346,"/restaurants/cuchi-cuchi/","$$","yellow",0,0
"Cuffs","350 Stuart St",42.349386,-71.072758,"/restaurants/cuffs/","$$","red",0,0
"Cuppacoffee","1 Merrimac St",42.363324,-71.060697,"/restaurants/cuppacoffee/","$","red",0,0
"Cure Lounge","246 Tremont St",42.350759,-71.064944,"/restaurants/cure-lounge/","$$$","red",0,0
"Curry House","1335 Beacon St",42.341897,-71.122076,"/restaurants/curry-house/","$$","yellow",0,0
"Curry N Wok","2378 Massachusetts Ave",42.396769,-71.129791,"/restaurants/curry-n-wok/","$$$","green",0,0
"Curry Thai","569 Cambridge St",42.371964,-71.085711,"/restaurants/curry-thai/","$$$","red",0,0
"Cutty's","284 Washington St",42.333187,-71.119428,"/restaurants/cuttys/","$$","green",0,0
"D'Angelo's Sandwich Shop","100 Cambridgeside Pl",42.367297,-71.077996,"/restaurants/dangelos-sandwich-shop-4/","$","green",0,0
"D'Angelo's Sandwich Shop","10 Park Plaza",42.35175,-71.06804,"/restaurants/dangelos-sandwich-shop-7/","$","green",0,0
"D'Angelo's Sandwich Shop","50 Franklin St",42.355505,-71.058808,"/restaurants/dangelos-sandwich-shop/","$","green",0,0
"D'Angelo's Sandwich Shop","850 Harrison Ave",42.334897,-71.075295,"/restaurants/dangelos-sandwich-shop-2/","$","green",0,0
"D'Angelo's Sandwich Shop","700 Atlantic Ave",42.351697,-71.056195,"/restaurants/dangelos-sandwich-shop-6/","$","green",0,0
"D'Guru","185 Devonshire St",42.355885,-71.057636,"/restaurants/dguru/","$$","yellow",0,0
"D'Guru","1297 Broadway",42.405736,-71.130957,"/restaurants/dguru-2/","$$","red",0,0
"D'Parma","182 Sumner St",42.369278,-71.040833,"/restaurants/dparma/","$$$$","yellow",0,0
"Da Vinci","162 Columbus Ave",42.349025,-71.071467,"/restaurants/da-vinci/","$$$$$","red",0,0
"DaCoopa's","474 Saratoga St",42.379997,-71.027294,"/restaurants/dacoopas/","$","yellow",0,0
"Dado Tea","50 Church St",42.37426,-71.120824,"/restaurants/dado-tea/","$","green",0,0
"Dado Tea","955 Massachusetts Ave",42.368997,-71.110596,"/restaurants/dado-tea-2/","$","green",0,0
"Daedalus","45 1/2 Mount Auburn St",42.371196,-71.116664,"/restaurants/daedalus/","$$$","yellow",0,0
"Dali","415 Washington St",42.378296,-71.106396,"/restaurants/dali/","$$$$","red",0,0
"Daniel's Bakery","395 Washington St",42.349097,-71.154898,"/restaurants/daniels-bakery/","$","red",0,0
"dante","40 Edwin H. Land Blvd",42.367963,-71.074507,"/restaurants/dante/","$$$$$","yellow",0,0
"Darbar","130 N Beacon St",42.355314,-71.146264,"/restaurants/darbar/","$$","yellow",0,0
"Darryl's Corner Bar &amp; Kitchen","604 Columbus Ave",42.339871,-71.082449,"/restaurants/daryls-corner-bar-kitchen/","$$$$","yellow",0,0
"Darul Kabab","2072 Massachusetts Ave",42.391035,-71.123274,"/restaurants/darul-kabab/","$$","yellow",0,0
"Darwin's Ltd","148 Mt. Auburn St",42.374101,-71.12501,"/restaurants/darwins-ltd/","$$","green",0,0
"Darwin's Ltd","1629 Cambridge St",42.374924,-71.109424,"/restaurants/darwins-ltd-2/","$$","green",0,0
"Dash Cafe","5 Henshaw St",42.349441,-71.149721,"/restaurants/dash-cafe/","$$","green",0,0
"Dave's Fresh Pasta","81 Holland St",42.398724,-71.12416,"/restaurants/daves-fresh-pasta/","$$","green",0,0
"Davio's","75 Arlington St",42.350788,-71.070534,"/restaurants/davios/","$$$$$","yellow",0,0
"Davio's Cucina","55 Boylston St",42.321748,-71.17073,"/restaurants/davios-cucina/","$$$$","yellow",0,0
"Deep Ellum","477 Cambridge St",42.353838,-71.137042,"/restaurants/deep-ellum/","$$","yellow",0,0
"Del Frisco's Double Eagle Steak House","250 Northern Ave",42.348905,-71.038268,"/restaurants/del-friscos-double-eagle-steak-house/","$$$$$","yellow",0,0
"Deli One","85 Arch St",42.355122,-71.058614,"/restaurants/deli-one/","$","green",0,0
"Deli-icious","20 College Ave",42.397204,-71.121992,"/restaurants/deli-icious/","$","green",0,0
"Delux Cafe","100 Chandler St",42.346297,-71.073295,"/restaurants/delux-cafe/","$$","yellow",0,0
"Derne Street Deli","16 Derne St",42.359454,-71.063467,"/restaurants/derne-street-deli/","$","yellow",0,0
"Desfina","202 3rd Street",42.367697,-71.081296,"/restaurants/desfina/","$$$","yellow",0,0
"Desi Dhaba","401 Massachusetts Ave",42.36357,-71.100713,"/restaurants/desi-dhaba/","$$$","yellow",0,0
"Deuxave","371 Commonwealth Ave",42.349296,-71.088951,"/restaurants/deuxave/","$$$$$","green",0,0
"Devlin's","332 Washington St",42.349008,-71.152707,"/restaurants/devlins/","$$$$","yellow",0,0
"Dick's Last Resort","4 N Market St",42.360423,-71.054314,"/restaurants/dicks-last-resort/","$$","yellow",0,0
"Diesel Cafe","257 Elm St",42.395716,-71.121938,"/restaurants/diesel-cafe/","$$","green",0,0
"Dillon's","955 Boylston St",42.34797,-71.085546,"/restaurants/dillons/","$$$","yellow",0,0
"Dim Sum Chef","1095 Commonwealth Ave",42.349296,-71.088951,"/restaurants/dim-sum-chef/","$$","yellow",0,0
"Dimitrios Cuisine","272 Brookline St",42.357397,-71.108096,"/restaurants/dimitrios-cuisine/","$$","yellow",0,0
"Ding Ho","88 Harrison Ave",42.350748,-71.061441,"/restaurants/ding-ho/","$","red",0,0
"Dino's","141 Salem St",42.365297,-71.055695,"/restaurants/dinos/","$$","green",0,0
"Dirty Water Dough Co.","222 Newbury St",42.349734,-71.081072,"/restaurants/dirty-water-dough-co/","$$","yellow",0,0
"Discovery Cafe","157 6th St",42.366386,-71.086168,"/restaurants/discovery-cafe/","$$","yellow",0,0
"Diva India Bistro","246 Elm St",42.395358,-71.122204,"/restaurants/diva-india-bistro/","$$$","yellow",0,0
"Doghouse","1 Faneuil Hall Market Pl",42.359656,-71.055944,"/restaurants/doghouse/","$","red",0,0
"Dok Bua Thai Kitchen","411 Harvard St",42.345219,-71.127175,"/restaurants/dok-bua-thai-kitchen/","$$","green",0,1
"Dolce Vita","221 Hanover St",42.362971,-71.055748,"/restaurants/dolce-vita/","$$$","yellow",0,0
"Dorado Tacos &amp; Cemitas","401 Harvard St",42.344997,-71.126897,"/restaurants/dorado-tacos-cemitas/","$","yellow",0,0
"Dosa Factory","316 Newbury St",42.34852,-71.085363,"/restaurants/dosa-factory-2/","$$","green",0,1
"Dosa Factory","571 Massachusetts Ave",42.364797,-71.102796,"/restaurants/dosa-factory/","$$","green",0,1
"Dosa N Curry","447 Somerville Ave",42.382246,-71.10276,"/restaurants/dosa-n-curry/","$$","green",0,1
"Dosa Temple","447 Somerville Ave",42.382181,-71.102688,"/restaurants/dosa-temple/","$$","green",0,1
"Dough","20 Maverick St",42.371767,-71.042638,"/restaurants/dough/","$$","yellow",0,0
"Douzo","131 Dartmouth St",42.347607,-71.07625,"/restaurants/douzo/","$$$$","yellow",0,0
"Downstairs Cafe","222 3rd St",42.367097,-71.081896,"/restaurants/downstairs-cafe/","$","green",0,0
"Downtown Pita","125 Summer St",42.352999,-71.057489,"/restaurants/downtown-pita/","$$","green",0,0
"Dragon Bowl","400 Brookline Ave",42.338407,-71.107598,"/restaurants/dragon-bowl/","$$","red",0,0
"Dragon Chef","411 Washington St",42.349231,-71.155393,"/restaurants/dragon-chef/","$$","yellow",0,0
"Dragon Garden","261 Elm St",42.39582,-71.121801,"/restaurants/dragon-garden/","$$","red",0,0
"Dragon Star","700 Washington St",42.339066,-71.134466,"/restaurants/dragon-star/","$$","red",0,0
"Drink","348 Congress St",42.350775,-71.048715,"/restaurants/drink/","$$","yellow",0,0
"Dry Dock Cafe","7 Drydock Ave",42.346651,-71.037598,"/restaurants/dry-dock-cafe/","$$$","yellow",0,0
"Ducali","289 Causeway St",42.367188,-71.058473,"/restaurants/ducali/","$$","yellow",0,0
"Dumpling Cafe","695 Washington St",42.351182,-71.063219,"/restaurants/dumpling-cafe/","$$","red",0,0
"Dumpling House","950 Massachusetts Ave",42.368802,-71.10978,"/restaurants/dumpling-house/","$$$","red",0,0
"Dumpling King","42 Beach St",42.351502,-71.060949,"/restaurants/dumpling-king/","$","red",0,0
"Dumpling Palace","179 Massachusetts Ave",42.34571,-71.087358,"/restaurants/dumpling-palace/","$","red",0,0
"Durgin Park","340 Faneuil Hall Marketplace",42.360383,-71.055429,"/restaurants/durgin-park/","$$$$$","yellow",0,0
"Durty Nelly's","108 Blackstone St",42.361953,-71.056322,"/restaurants/durty-nellys/","$","yellow",0,0
"dwelltime","364 Broadway",42.370442,-71.104446,"/restaurants/dwelltime/","$$","yellow",0,0
"Eagle's Deli &amp; Restaurant","1918 Beacon St",42.336286,-71.148948,"/restaurants/eagles-deli-restaurant/","$$","green",0,0
"Earl Of Sandwich","1 Harborside Dr",42.363275,-71.025663,"/restaurants/earl-of-sandwich/","$$","green",0,0
"East Boston House of Pizza","271 Meridian St",42.376295,-71.03901,"/restaurants/east-boston-house-of-pizza/","$$","red",0,0
"East by Northeast","1128 Cambridge St",42.372997,-71.096337,"/restaurants/east-by-northeast/","$$$$","yellow",0,0
"East Coast Grill &amp; Raw Bar","1271 Cambridge St",42.373509,-71.098958,"/restaurants/east-coast-grill-raw-bar/","$$$$","yellow",0,0
"East Ocean City","27 Beach St",42.351477,-71.062187,"/restaurants/east-ocean-city/","$$","yellow",0,0
"Eastern Standard","528 Commonwealth Ave",42.348797,-71.095296,"/restaurants/eastern-standard/","$$$$","yellow",0,0
"EBI Sushi","290 Somerville Ave",42.378953,-71.094717,"/restaurants/ebi-sushi/","$$$","yellow",0,0
"Ecco","107 Porter St",42.373127,-71.036165,"/restaurants/ecco/","$$$$","yellow",0,0
"Ecco Pizzeria","1147 Commonwealth Ave",42.350642,-71.127842,"/restaurants/ecco-pizzeria/","$$$","yellow",0,0
"El Centro","472 Shawmut Ave",42.338635,-71.075948,"/restaurants/el-centro/","$$$","green",0,1
"El Centro Dos","236 Washington Ave",42.332663,-71.118769,"/restaurants/el-centro-dos/","$$$","green",0,1
"El Diez Argentinian Grill","Location Varies",42.362639,-71.068202,"/restaurants/el-diez-argentinian-grill/","$$","yellow",0,0
"El Jardin","15 Central Sq",42.374527,-71.039327,"/restaurants/el-jardin/","$$","yellow",0,0
"El Oriental de Cuba","416 Centre St",42.320873,-71.110591,"/restaurants/el-oriental-de-cuba/","$$$","yellow",0,0
"El Paisa","1012 Bennington St",42.386897,-71.006394,"/restaurants/el-paisa/","$$","red",0,0
"El Paisa II","40 William Kelly Square",42.369543,-71.020061,"/restaurants/el-paisa-ii/","$$","red",0,0
"El Paso Enchiladas","2135 Faneuil Hall Market Pl",42.360033,-71.056215,"/restaurants/el-paso-enchiladas/","$$","red",0,0
"El Pelon Taqueria","92 Peterborough St",42.34322,-71.099503,"/restaurants/el-pelon-taqueria-2/","$","yellow",0,0
"El Pelon Taqueria","2197 Commonwealth Ave",42.339861,-71.166416,"/restaurants/el-pelon-taqueria/","$","yellow",0,0
"El Penol","54 Bennington St",42.375805,-71.037042,"/restaurants/el-penol/","$$","red",0,0
"El Potro","61 Union Sq",42.379913,-71.095596,"/restaurants/el-potro/","$$","red",0,0
"El Triunfo","147 E Berkeley St",42.343619,-71.065162,"/restaurants/el-triunfo/","$$","yellow",0,0
"Eldo's Cake House","36 Harrison Ave",42.351769,-71.061422,"/restaurants/eldos-cake-house/","$","red",0,0
"Elephant &amp; Castle","161 Devonshire St",42.356335,-71.057673,"/restaurants/elephant-castle/","$$$","yellow",0,0
"Elephant Walk","2067 Massachusetts Ave",42.390896,-71.122697,"/restaurants/elephant-walk/","$$$$","yellow",0,0
"Elephant Walk","900 Beacon St",42.346477,-71.105834,"/restaurants/elephant-walk-2/","$$$$","yellow",0,0
"Emack &amp; Bolio's","140 Brookline Ave",42.34498,-71.101017,"/restaurants/emack-bolios/","$","red",0,0
"Emack &amp; Bolio's","100 City Sq",42.371278,-71.061875,"/restaurants/emack-bolios-1/","$","red",0,0
"Emack &amp; Bolio's","23 White St",42.388863,-71.118264,"/restaurants/emack-bolios-3/","$","red",0,0
"Emack &amp; Bolio's","1663 Beacon St",42.338697,-71.137397,"/restaurants/emack-bolios-2/","$","red",0,0
"Emack &amp; Bolio's","255 State St",42.359691,-71.051926,"/restaurants/emack-bolios-6/","$","red",0,0
"Emack &amp; Bolio's","290 Newbury St",42.34901,-71.084886,"/restaurants/emack-bolios-4/","$","red",0,0
"Emerald Lounge","200 Stuart St",42.350634,-71.067948,"/restaurants/emerald-lounge/","$$$","yellow",0,0
"Emilios Pizza","536 Tremont St",42.344399,-71.071101,"/restaurants/emilios-pizza/","$$","yellow",0,0
"Emma's Pizza","40 Hampshire St",42.366683,-71.092439,"/restaurants/emmas-pizza/","$$","yellow",0,0
"Emmet's","6 Beacon St",42.358502,-71.06181,"/restaurants/emmets/","$$","yellow",0,0
"Empire","1 Marina Park Dr",42.353848,-71.044276,"/restaurants/empire/","$$$$$","yellow",0,0
"Empire Garden Restaurant","690 Washington St",42.351473,-71.063066,"/restaurants/empire-garden-restaurant/","$$","red",0,0
"Equal Exchange","226 Causeway St",42.366644,-71.059486,"/restaurants/equal-exchange/","$","yellow",0,0
"Equal Exchange Free Range Cafe","Location Varies",42.351465,-71.060177,"/restaurants/equal-exchange-free-range-cafe/","$","red",0,0
"Equator","1721 Washington St",42.33687,-71.076633,"/restaurants/equator/","$$","yellow",0,0
"Erbaluce","69 Church St",42.349981,-71.068842,"/restaurants/erbaluce/","$$$$$","yellow",0,0
"Ernesto's","69 Salem St",42.363435,-71.056288,"/restaurants/ernestos/","$","red",0,0
"Esperia Grill","344 Washington St",42.349039,-71.153002,"/restaurants/esperia-grill/","$$$","yellow",0,0
"Espresso Love","33 Broad St",42.358435,-71.054497,"/restaurants/espresso-love/","$$","green",0,0
"Estelle's","782 Tremont St",42.339197,-71.080495,"/restaurants/estelles/","$$$","yellow",0,0
"Estragon","700 Harrison Ave",42.338419,-71.070909,"/restaurants/estragon/","$$$","green",1,1
"Evan's NY Style Deli","Location Varies",42.360625,-71.062134,"/restaurants/evans-ny-style-deli/","$$","green",0,0
"EVOO","350 3rd St",42.363744,-71.083378,"/restaurants/evoo/","$$$$$","green",0,0
"Evoo Restaurant","350 3 Street In Kendall,square",42.363662,-71.083291,"/restaurants/evoo-restaurant/","$","red",0,0
"Express Pizza","3381 Washington St",42.308744,-71.105285,"/restaurants/express-pizza/","$","red",0,0
"Fairsted Kitchen","1704 Beacon St",42.338609,-71.138894,"/restaurants/fairsted-kitchen/","$$$$","green",0,0
"Fajitas &amp; 'Ritas","25 West St",42.354793,-71.062464,"/restaurants/fajitas-ritas/","$","yellow",0,0
"Falafel Corner","8 1/2 Eliot St",42.372596,-71.121797,"/restaurants/falafel-corner/","$$","yellow",0,0
"Falafel King","260 Washington St",42.357839,-71.057907,"/restaurants/falafel-king/","$","yellow",0,0
"Falafel King","62 Summer St",42.354227,-71.058688,"/restaurants/falafel-king-2/","$","yellow",0,0
"Falafel King Restaurant","48 Winter St",42.355859,-71.061898,"/restaurants/falafel-king-restaurant/","$","yellow",0,0
