"name","address","latitude","longitude","link","price","health_color","special_diet"
"Chicago Pizza","239 Massachusetts Ave",42.3616,-71.0975,"/restaurants/chicago-pizza/","$","red","  "
"Chicken & Rice Guys","Location Varies",42.3485,-71.0758,"/restaurants/chicken-rice-guys/","$","red","  "
"Chicken Lou's","50 Forsyth St",42.3376,-71.0904,"/restaurants/chicken-lous/","$","green","  "
"Chilipa","1 Brighton Ave",42.3524,-71.1253,"/restaurants/chilipa/","$","red","  "
"Chill","354 Chestnut Hill Ave",42.3369,-71.1515,"/restaurants/chill/","$","red","  "
"Chilli Duck","829 Boylston St",42.3487,-71.0826,"/restaurants/chilli-duck/","$$$","red","  "
"Chilli Thai Bistro","1799 Commonwealth Ave",42.3406,-71.1515,"/restaurants/chilli-thai-bistro/","$","yellow","  "
"China Delight","524 Somerville Ave",42.3831,-71.1062,"/restaurants/china-delight/","$$","red","  "
"China Gourmet","23 Tyler St",42.3505,-71.0611,"/restaurants/china-gourmet/","$$","yellow","  "
"China House","331 Hanover St",42.3644,-71.0543,"/restaurants/china-house/","$$","red","  "
"China King","60 Beach St",42.3513,-71.0602,"/restaurants/china-king/","$$","red","  "
"China Pearl Restaurant","9 Tyler St",42.3509,-71.0609,"/restaurants/china-pearl-restaurant/","$$","red","  "
"Chinatown Cafe","262 Harrison Ave",42.347,-71.0631,"/restaurants/chinatown-cafe/","$$","red","  "
"Chinese Dragon","380 Chelsea St",42.3794,-71.0281,"/restaurants/chinese-dragon/","$$","red","  "
"Chinese Mirch","251 Massachusetts Ave",42.344,-71.0862,"/restaurants/chinese-mirch/","$$$","yellow","  "
"Chipotle","2 Cambridge Ctr",42.3631,-71.0863,"/restaurants/chipotle-9/","$$","red","  "
"Chipotle","283 Washington St",42.3575,-71.0584,"/restaurants/chipotle-8/","$$","red","  "
"Chipotle","148 Brookline Ave",42.3448,-71.101,"/restaurants/chipotle-3/","$$","red","  "
"Chipotle","227 Alewife Brook Pkwy",42.3891,-71.143,"/restaurants/chipotle-7/","$$","red","  "
"Chipotle","1 Brattle Square",42.3733,-71.1211,"/restaurants/chipotle-2/","$$","red","  "
"Chipotle","1924 Beacon St",42.3362,-71.1494,"/restaurants/chipotle/","$$","red","  "
"Chipotle","876 Commonwealth Ave",42.3487,-71.0971,"/restaurants/chipotle-4/","$$","red","  "
"Chipotle","598 Massachusetts Ave",42.3649,-71.1032,"/restaurants/chipotle-11/","$$","red","  "
"Chipotle","100 Cambridgeside Pl",42.3681,-71.0761,"/restaurants/chipotle-10/","$$","red","  "
"Chipotle","101 Summer St",42.3536,-71.058,"/restaurants/chipotle-6/","$$","red","  "
"Chipotle","270\u002D276 Elm St",42.3959,-71.1222,"/restaurants/chipotle-5/","$$","red","  "
"Chocho's","1815 Massachusetts Ave",42.3862,-71.1193,"/restaurants/chochos/","$$","red","  "
"Chow n' Joy","626C Somerville Ave",42.3842,-71.1108,"/restaurants/chow-n-joy/","$","red","  "
"Chow Thai Cafe","187 Main St",42.3758,-71.0649,"/restaurants/chow-thai-cafe/","$$","red","  "
"Christina's Homemade Ice Cream","1255 Cambridge St",42.3735,-71.0987,"/restaurants/christinas-homemade-ice-cream/","$","red","  "
"Christopher's","1920 Massachusetts Ave",42.389,-71.1197,"/restaurants/christophers/","$$","yellow","  "
"Chung Wah (CLOSED)","196 Border St",42.375,-71.0398,"/restaurants/chung-wah/","$$","red","  "
"Church","69 Kilmarnock St",42.3426,-71.0996,"/restaurants/church/","$$$$","yellow","  gluten-free"
"Chutney's","350 Longwood Ave",42.3386,-71.1069,"/restaurants/chutneys-2/","$","red","  "
"Chutney's","36 JFK St",42.3726,-71.1199,"/restaurants/chutneys/","$","red","  "
"Chutney's","173 Massachusetts Ave",42.3459,-71.0874,"/restaurants/chutneys-3/","$$","green"," vegetarian-friendly "
"Cilantro","1105 Massachusetts Ave",42.3708,-71.1134,"/restaurants/cilantro/","$$","red","  "
"Cinderella's","901 Main St",42.3635,-71.0998,"/restaurants/cinderellas/","$$","yellow","  "
"Cinquecento","500 Harrison Ave",42.3422,-71.0658,"/restaurants/cinquecento/","$$$$","yellow","  "
"Citizen Public House","1310 Boyston St",42.3444,-71.0983,"/restaurants/citizen-pub/","$$$$","green"," vegetarian-friendly gluten-free"
"Citra- a fresh cafe","221 LONGWOOD AVENNUE",42.3372,-71.1021,"/restaurants/citra--a-fresh-cafe/","$","green","  "
"City Bar","61 Exeter St",42.349,-71.0795,"/restaurants/city-bar/","$$","red","  "
"City Bar","425 Summer St",42.3461,-71.0433,"/restaurants/city-bar-2/","$$$","yellow","  "
"City Feed & Supply","66 Boylston St",42.3171,-71.1064,"/restaurants/city-feed-supply/","$","green","  "
"City Feed & Supply","672 Centre St",42.3124,-71.1143,"/restaurants/city-feed-supply-2/","$","green","  "
"City Girl Cafe","204 Hampshire St",42.3731,-71.1003,"/restaurants/city-girl-cafe/","$$","yellow","  "
"City Slicker Cafe","588 Somerville Ave",42.3837,-71.1091,"/restaurants/city-slicker-cafe/","$$$","yellow","  "
"City Table","61 Exeter St",42.349,-71.0795,"/restaurants/city-table/","$$$$","yellow","  "
"CitySide","1960 Beacon St",42.3361,-71.1509,"/restaurants/cityside/","$$","yellow","  "
"Clarke's at Faneuil Hall","21 Merchants Row",42.3594,-71.0555,"/restaurants/clarkes/","$$","yellow","  "
"Clay Pot Cafe","74 Kneeland St",42.3505,-71.0604,"/restaurants/clay-pot-cafe/","$$","red","  "
"Clear Flour Bread","178 Thorndike St",42.3502,-71.1262,"/restaurants/clear-flour-bread/","$","yellow","  "
"Clery's","113 Dartmouth St",42.3475,-71.0762,"/restaurants/clerys/","$$","yellow","  "
"Clink","215 Charles St",42.3617,-71.071,"/restaurants/clink/","$$$$$","yellow","  "
"Clio","370 Commonwealth Ave",42.3486,-71.0887,"/restaurants/clio/","$$$$$","yellow","  gluten-free"
"Clover","5 Cambridge Ctr",42.3627,-71.0873,"/restaurants/clover-2/","$","green"," vegetarian-friendly gluten-free"
"Clover Food Lab","6 Harvard St",42.3335,-71.1188,"/restaurants/clover-food-lab-2/","$","green"," vegetarian-friendly gluten-free"
"Clover Food Lab","7 Holyoke St",42.3728,-71.1181,"/restaurants/clover-food-lab/","$","green"," vegetarian-friendly gluten-free"
"Clover HUB","1075 Cambridge St",42.373,-71.0952,"/restaurants/clover-hub/","$","green"," vegetarian-friendly gluten-free"
"Club Cafe","209 Columbus Ave",42.3473,-71.0735,"/restaurants/club-cafe/","$$$","yellow","  "
"Coast Cafe","233 River St",42.363,-71.1117,"/restaurants/coast-cafe/","$","yellow","  "
"Cobblestone Cafe","227 Hanover St",42.3629,-71.0553,"/restaurants/cobblestone-cafe/","$$$","yellow","  "
"Cocobeet","100 City Hall Plz",42.3596,-71.0589,"/restaurants/cocobeet/","$$","green","vegan vegetarian-friendly "
"Coda","329 Columbus Ave",42.346,-71.0751,"/restaurants/coda/","$$$","yellow","  "
"Code 10","1638 Washington St",42.3379,-71.0752,"/restaurants/code-10/","$","green","  "
"Coffee Central","55 Fruit St",42.3626,-71.0682,"/restaurants/coffee-central/","$","yellow","  "
"Cold Stone Creamery","201 Brookline Ave",42.3435,-71.1027,"/restaurants/cold-stone-creamery/","$","red","  gluten-free"
"Cold Stone Creamery","94 Belvidere St",42.3459,-71.0833,"/restaurants/cold-stone-creamery-2/","$","red","  gluten-free"
"College Pizza","50 Queensberry St",42.3427,-71.0975,"/restaurants/college-pizza/","$$","yellow","  "
"Comella's","1 Boylston St",42.3238,-71.1661,"/restaurants/comellas-2/","$$$","yellow","  "
"Common Ground","85 Harvard Ave",42.3534,-71.1325,"/restaurants/common-ground/","$$","yellow","  "
"Commonwealth","11 Broad Canal Way",42.3631,-71.0828,"/restaurants/commonwealth/","$$$","green","  "
"Compliments Food Truck","Location Varies",42.356,-71.1313,"/restaurants/compliments-food-truck/","$","red","  "
"Connolly's Publik House","1 Hotel Dr",42.365,-71.0251,"/restaurants/connollys-publik-house/","$$$$","yellow","  "
"Conor Larkin's","329 Huntington Ave",42.3403,-71.0888,"/restaurants/conor-larkins/","$$","yellow","  "
"Coogan's","171 Milk Street",42.3583,-71.0536,"/restaurants/coogans/","$$","yellow","  "
"Cookin' Cafe & Grill","1096 Commonwealth Ave",42.3519,-71.1244,"/restaurants/cookin-cafe-grill/","$$","yellow","  "
"Coolidge Corner Clubhouse","307 Harvard St",42.3431,-71.1232,"/restaurants/coolidge-corner-clubhouse/","$$$","yellow","  "
"Coppa","253 Shawmut Ave",42.3433,-71.0687,"/restaurants/coppa/","$$$","yellow","  "
"Corner Cafe","502 Massachusetts Ave",42.3392,-71.0805,"/restaurants/corner-cafe/","$$","green","  "
"Cornwall's","654 Beacon St",42.3515,-71.0872,"/restaurants/cornwalls/","$$","yellow","  "
"Corrib Pub","201 Harvard Street",42.3394,-71.1212,"/restaurants/corrib-pub/","$$$","red","  "
"Corrib Pub & Restaurant","396 Market St",42.3501,-71.1533,"/restaurants/corrib-pub-restaurant/","$$","yellow","  "
"Cosi Sandwich Bar","2 South Station",42.3525,-71.0557,"/restaurants/cosi-sandwich-bar/","$$","green","  "
"Cosi Sandwich Bar","133 Federal St",42.3542,-71.0567,"/restaurants/cosi-sandwich-bar-3/","$$","green","  "
"Cosi Sandwich Bar","290 Main St",42.3622,-71.0854,"/restaurants/cosi-sandwich-bar-7/","$$","green","  "
"Cosi Sandwich Bar","1 Harborside Dr",42.3633,-71.0257,"/restaurants/cosi-sandwich-bar-8/","$$","green","  "
"Cosi Sandwich Bar","245 Summer St",42.3516,-71.0537,"/restaurants/cosi-sandwich-bar-6/","$$","green","  "
"Cosi Sandwich Bar","14 Milk St",42.3566,-71.0582,"/restaurants/cosi-sandwich-bar-2/","$$","green","  "
"Cosi Sandwich Bar","200 Terminal B Pier A",42.3695,-71.0201,"/restaurants/cosi-sandwich-bar-9/","$$","green","  "
"Cosi Sandwich Bar","53 State St",42.3589,-71.0566,"/restaurants/cosi-sandwich-bar-4/","$$","green","  "
"Cosi Sandwich Bar","125 High St",42.3558,-71.053,"/restaurants/cosi-sandwich-bar-5/","$$","green","  "
"Cosi Sandwich Bar","500 Terminal E",42.3633,-71.0257,"/restaurants/cosi-sandwich-bar-10/","$$","green","  "
"Costello's","723 Centre St",42.3113,-71.1145,"/restaurants/costellos/","$$","yellow","  "
"Court House","498 Cambridge St",42.3716,-71.0845,"/restaurants/court-house/","$$","yellow","  "
"Courtside","299 Cambridge St",42.3712,-71.0812,"/restaurants/courtside/","$","yellow","  "
"Craigie On Main","853 Main St",42.3634,-71.0986,"/restaurants/craigie-on-main/","$$$$$","green"," vegetarian-friendly "
"Crave","75 Kneeland Ave",42.3504,-71.0606,"/restaurants/crave/","$$","yellow","  "
"Crazy Dough's","8 Park Plz",42.3513,-71.0661,"/restaurants/crazy-doughs-3/","$","red","  "
"Crazy Dough's","36 JFK St",42.3727,-71.1201,"/restaurants/crazy-doughs/","$$","yellow","  "
"Crazy Dough's","2201 Commonwealth Ave",42.3402,-71.1666,"/restaurants/crazy-doughs-4/","$","yellow","  "
"Crazy Dough's","1124 Boylston St",42.3471,-71.0892,"/restaurants/crazy-doughs-2/","$$","red","  "
"Crema Cafe","27 Brattle St",42.3733,-71.1211,"/restaurants/crema-cafe/","$","green","  "
"Crispy Crepes Cafe","512 Park Dr",42.3476,-71.1058,"/restaurants/crispy-crepes-cafe/","$$","yellow","  "
"Crispy Dough Pizzeria","1514 Tremont St",42.3324,-71.0997,"/restaurants/crispy-dough-pizzeria/","$","yellow","  "
"Cristo's Pizzeria","233 Elm St",42.395,-71.1215,"/restaurants/cristos-pizzeria/","$$","yellow","  "
"Crumbs","176 Federal St",42.3536,-71.0561,"/restaurants/crumbs/","$","yellow","  "
"Crush Pizzeria","107 State St",42.3591,-71.055,"/restaurants/crush-pizzeria/","$$","green","  "
"Crystal Restaurant","20 Linden St",42.3555,-71.1308,"/restaurants/crystal-restaurant/","$$$$$","yellow","  "
"Cuchi Cuchi","795 Main St",42.3633,-71.0973,"/restaurants/cuchi-cuchi/","$$","red","  "
"Cuffs","350 Stuart St",42.3494,-71.0728,"/restaurants/cuffs/","$$","red","  "
"Cuppacoffee","1 Merrimac St",42.3633,-71.0607,"/restaurants/cuppacoffee/","$","red","  "
"Cure Lounge","246 Tremont St",42.3508,-71.0649,"/restaurants/cure-lounge/","$$$","yellow","  "
"Curry House","1335 Beacon St",42.3419,-71.1221,"/restaurants/curry-house/","$$","red","  "
"Curry N Wok","2378 Massachusetts Ave",42.3968,-71.1298,"/restaurants/curry-n-wok/","$$$","yellow","  "
"Curry Thai","569 Cambridge St",42.372,-71.0857,"/restaurants/curry-thai/","$$$","yellow","  "
"Cutty's","284 Washington St",42.3332,-71.1194,"/restaurants/cuttys/","$$","green","  "
"D'Angelo's Sandwich Shop","850 Harrison Ave",42.3349,-71.0753,"/restaurants/dangelos-sandwich-shop-2/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","100 Cambridgeside Pl",42.3673,-71.078,"/restaurants/dangelos-sandwich-shop-4/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","50 Franklin St",42.3555,-71.0588,"/restaurants/dangelos-sandwich-shop/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","10 Park Plaza",42.3517,-71.068,"/restaurants/dangelos-sandwich-shop-7/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","700 Atlantic Ave",42.3517,-71.0562,"/restaurants/dangelos-sandwich-shop-6/","$","green","  gluten-free"
"D'Guru","185 Devonshire St",42.3559,-71.0576,"/restaurants/dguru/","$$","red","  "
"D'Guru","1297 Broadway",42.4057,-71.131,"/restaurants/dguru-2/","$$","red","  "
"D'Parma","182 Sumner St",42.3693,-71.0408,"/restaurants/dparma/","$$$$","yellow","  "
"Da Vinci","162 Columbus Ave",42.349,-71.0715,"/restaurants/da-vinci/","$$$$$","red","  gluten-free"
"DaCoopa's","474 Saratoga St",42.38,-71.0273,"/restaurants/dacoopas/","$","yellow","  "
"Dado Tea","50 Church St",42.3743,-71.1208,"/restaurants/dado-tea/","$","green","  "
"Dado Tea","955 Massachusetts Ave",42.369,-71.1106,"/restaurants/dado-tea-2/","$","green","  "
"Daedalus","45 1/2 Mount Auburn St",42.3712,-71.1167,"/restaurants/daedalus/","$$$","yellow","  "
"Dali","415 Washington St",42.3783,-71.1064,"/restaurants/dali/","$$$$","yellow","  "
"Daniel's Bakery","395 Washington St",42.3491,-71.1549,"/restaurants/daniels-bakery/","$","yellow","  "
"dante","40 Edwin H. Land Blvd",42.368,-71.0745,"/restaurants/dante/","$$$$$","red","  gluten-free"
"Darbar","130 N Beacon St",42.3553,-71.1463,"/restaurants/darbar/","$$","yellow","  "
"Darryl's Corner Bar & Kitchen","604 Columbus Ave",42.3399,-71.0825,"/restaurants/daryls-corner-bar-kitchen/","$$$$","red","  "
"Darul Kabab","2072 Massachusetts Ave",42.391,-71.1233,"/restaurants/darul-kabab/","$$","yellow","  "
"Darwin's Ltd","148 Mt. Auburn St",42.3741,-71.125,"/restaurants/darwins-ltd/","$$","green","  "
"Darwin's Ltd","1629 Cambridge St",42.3749,-71.1094,"/restaurants/darwins-ltd-2/","$$","green","  "
"Dash Cafe","5 Henshaw St",42.3494,-71.1497,"/restaurants/dash-cafe/","$$","green","  "
"Dave's Fresh Pasta","81 Holland St",42.3987,-71.1242,"/restaurants/daves-fresh-pasta/","$$","green","  "
"Davio's","75 Arlington St",42.3508,-71.0705,"/restaurants/davios/","$$$$$","yellow","  gluten-free"
"Davio's Cucina","55 Boylston St",42.3217,-71.1707,"/restaurants/davios-cucina/","$$$$","yellow","  gluten-free"
"Deep Ellum","477 Cambridge St",42.3538,-71.137,"/restaurants/deep-ellum/","$$","yellow","  "
"Del Frisco's Double Eagle Steak House","250 Northern Ave",42.3489,-71.0383,"/restaurants/del-friscos-double-eagle-steak-house/","$$$$$","red","  "
"Deli One","85 Arch St",42.3551,-71.0586,"/restaurants/deli-one/","$","green","  "
"Deli-icious","20 College Ave",42.3972,-71.122,"/restaurants/deli-icious/","$","green","  "
"Delux Cafe","100 Chandler St",42.3463,-71.0733,"/restaurants/delux-cafe/","$$","yellow","  "
"Derne Street Deli","16 Derne St",42.3595,-71.0635,"/restaurants/derne-street-deli/","$","green","  "
"Desfina","202 3rd Street",42.3677,-71.0813,"/restaurants/desfina/","$$$","yellow","  "
"Desi Dhaba","401 Massachusetts Ave",42.3636,-71.1007,"/restaurants/desi-dhaba/","$$$","yellow","  "
"Deuxave","371 Commonwealth Ave",42.3493,-71.089,"/restaurants/deuxave/","$$$$$","green","  "
"Devlin's","332 Washington St",42.349,-71.1527,"/restaurants/devlins/","$$$$","yellow","  "
"Dick's Last Resort","4 N Market St",42.3604,-71.0543,"/restaurants/dicks-last-resort/","$$","yellow","  "
"Diesel Cafe","257 Elm St",42.3957,-71.1219,"/restaurants/diesel-cafe/","$$","green","  "
"Dillon's","955 Boylston St",42.348,-71.0855,"/restaurants/dillons/","$$$","yellow","  "
"Dim Sum Chef","1095 Commonwealth Ave",42.3493,-71.089,"/restaurants/dim-sum-chef/","$$","yellow","  "
"Dimitrios Cuisine","272 Brookline St",42.3574,-71.1081,"/restaurants/dimitrios-cuisine/","$$","yellow","  "
"Ding Ho","88 Harrison Ave",42.3507,-71.0614,"/restaurants/ding-ho/","$","red","  "
"Dino's","141 Salem St",42.3653,-71.0557,"/restaurants/dinos/","$$","green","  "
"Dirty Water Dough Co.","222 Newbury St",42.3497,-71.0811,"/restaurants/dirty-water-dough-co/","$$","yellow","  "
"Discovery Cafe","157 6th St",42.3664,-71.0862,"/restaurants/discovery-cafe/","$$","yellow","  "
"Diva India Bistro","246 Elm St",42.3954,-71.1222,"/restaurants/diva-india-bistro/","$$$","yellow","  "
"Doghouse","1 Faneuil Hall Market Pl",42.3597,-71.0559,"/restaurants/doghouse/","$","red","  "
"Dok Bua Thai Kitchen","411 Harvard St",42.3452,-71.1272,"/restaurants/dok-bua-thai-kitchen/","$$","green"," vegetarian-friendly "
"Dolce Vita","221 Hanover St",42.363,-71.0557,"/restaurants/dolce-vita/","$$$","yellow","  "
"Dorado Tacos & Cemitas","401 Harvard St",42.345,-71.1269,"/restaurants/dorado-tacos-cemitas/","$","yellow","  "
"Dosa Factory","316 Newbury St",42.3485,-71.0854,"/restaurants/dosa-factory-2/","$$","green"," vegetarian-friendly "
"Dosa Factory","571 Massachusetts Ave",42.3648,-71.1028,"/restaurants/dosa-factory/","$$","green"," vegetarian-friendly "
"Dosa N Curry","447 Somerville Ave",42.3822,-71.1028,"/restaurants/dosa-n-curry/","$$","green"," vegetarian-friendly "
"Dosa Temple","447 Somerville Ave",42.3822,-71.1027,"/restaurants/dosa-temple/","$$","green"," vegetarian-friendly "
"Dough","20 Maverick St",42.3718,-71.0426,"/restaurants/dough/","$$","yellow","  "
"Douzo","131 Dartmouth St",42.3476,-71.0762,"/restaurants/douzo/","$$$$","red","  "
"Downstairs Cafe","222 3rd St",42.3671,-71.0819,"/restaurants/downstairs-cafe/","$","green","  "
"Downtown Pita","125 Summer St",42.353,-71.0575,"/restaurants/downtown-pita/","$$","yellow","  "
"Dragon Bowl","400 Brookline Ave",42.3384,-71.1076,"/restaurants/dragon-bowl/","$$","red","  "
"Dragon Chef","411 Washington St",42.3492,-71.1554,"/restaurants/dragon-chef/","$$","red","  "
"Dragon Garden","261 Elm St",42.3958,-71.1218,"/restaurants/dragon-garden/","$$","red","  "
"Dragon Star","700 Washington St",42.3391,-71.1345,"/restaurants/dragon-star/","$$","red","  "
"Drink","348 Congress St",42.3508,-71.0487,"/restaurants/drink/","$$","yellow","  "
"Dry Dock Cafe","7 Drydock Ave",42.3466,-71.0376,"/restaurants/dry-dock-cafe/","$$$","yellow","  "
"Ducali","289 Causeway St",42.3672,-71.0585,"/restaurants/ducali/","$$","yellow","  "
"Dumpling Cafe","695 Washington St",42.3512,-71.0632,"/restaurants/dumpling-cafe/","$$","red","  "
"Dumpling House","950 Massachusetts Ave",42.3688,-71.1098,"/restaurants/dumpling-house/","$$$","yellow","  "
"Dumpling King","42 Beach St",42.3515,-71.061,"/restaurants/dumpling-king/","$","red","  "
"Dumpling Palace","179 Massachusetts Ave",42.3457,-71.0874,"/restaurants/dumpling-palace/","$","red","  "
"Durgin Park","340 Faneuil Hall Marketplace",42.3604,-71.0554,"/restaurants/durgin-park/","$$$$$","green","  "
"Durty Nelly's","108 Blackstone St",42.362,-71.0563,"/restaurants/durty-nellys/","$","yellow","  "
"dwelltime","364 Broadway",42.3704,-71.1044,"/restaurants/dwelltime/","$$","yellow","  "
"Eagle's Deli & Restaurant","1918 Beacon St",42.3363,-71.1489,"/restaurants/eagles-deli-restaurant/","$$","green","  "
"Earl Of Sandwich","1 Harborside Dr",42.3633,-71.0257,"/restaurants/earl-of-sandwich/","$$","green","  "
"East Boston House of Pizza","271 Meridian St",42.3763,-71.039,"/restaurants/east-boston-house-of-pizza/","$$","yellow","  "
"East by Northeast","1128 Cambridge St",42.373,-71.0963,"/restaurants/east-by-northeast/","$$$$","yellow","  "
"East Coast Grill & Raw Bar","1271 Cambridge St",42.3735,-71.099,"/restaurants/east-coast-grill-raw-bar/","$$$$","yellow","  "
"East Ocean City","27 Beach St",42.3515,-71.0622,"/restaurants/east-ocean-city/","$$","yellow","  "
"Eastern Standard","528 Commonwealth Ave",42.3488,-71.0953,"/restaurants/eastern-standard/","$$$$","yellow","  "
"EBI Sushi","290 Somerville Ave",42.379,-71.0947,"/restaurants/ebi-sushi/","$$$","red","  "
"Ecco","107 Porter St",42.3731,-71.0362,"/restaurants/ecco/","$$$$","red","  "
"Ecco Pizzeria","1147 Commonwealth Ave",42.3506,-71.1278,"/restaurants/ecco-pizzeria/","$$$","yellow","  "
"El Centro","472 Shawmut Ave",42.3386,-71.076,"/restaurants/el-centro/","$$$","green"," vegetarian-friendly "
"El Centro Dos","236 Washington Ave",42.3327,-71.1188,"/restaurants/el-centro-dos/","$$$","green"," vegetarian-friendly "
"El Diez Argentinian Grill","Location Varies",42.3626,-71.0682,"/restaurants/el-diez-argentinian-grill/","$$","red","  "
"El Jardin","15 Central Sq",42.3745,-71.0393,"/restaurants/el-jardin/","$$","red","  "
"El Oriental de Cuba","416 Centre St",42.3209,-71.1106,"/restaurants/el-oriental-de-cuba/","$$$","red","  "
"El Paisa","1012 Bennington St",42.3869,-71.0064,"/restaurants/el-paisa/","$$","red","  "
"El Paisa II","40 William Kelly Square",42.3695,-71.0201,"/restaurants/el-paisa-ii/","$$","red","  "
"El Paso Enchiladas","2135 Faneuil Hall Market Pl",42.36,-71.0562,"/restaurants/el-paso-enchiladas/","$$","green","  "
"El Pelon Taqueria","2197 Commonwealth Ave",42.3399,-71.1664,"/restaurants/el-pelon-taqueria/","$","green","  "
"El Pelon Taqueria","92 Peterborough St",42.3432,-71.0995,"/restaurants/el-pelon-taqueria-2/","$","green","  "
"El Penol","54 Bennington St",42.3758,-71.037,"/restaurants/el-penol/","$$","yellow","  "
"El Potro","61 Union Sq",42.3799,-71.0956,"/restaurants/el-potro/","$$","yellow","  "
"El Triunfo","147 E Berkeley St",42.3436,-71.0652,"/restaurants/el-triunfo/","$$","yellow","  "
"Eldo's Cake House","36 Harrison Ave",42.3518,-71.0614,"/restaurants/eldos-cake-house/","$","red","  "
"Elephant & Castle","161 Devonshire St",42.3563,-71.0577,"/restaurants/elephant-castle/","$$$","green","  "
"Elephant Walk","2067 Massachusetts Ave",42.3909,-71.1227,"/restaurants/elephant-walk/","$$$$","yellow","  gluten-free"
"Elephant Walk","900 Beacon St",42.3465,-71.1058,"/restaurants/elephant-walk-2/","$$$$","yellow","  "
"Emack & Bolio's","140 Brookline Ave",42.345,-71.101,"/restaurants/emack-bolios/","$","red","  "
"Emack & Bolio's","23 White St",42.3889,-71.1183,"/restaurants/emack-bolios-3/","$","red","  "
"Emack & Bolio's","100 City Sq",42.3713,-71.0619,"/restaurants/emack-bolios-1/","$","red","  "
"Emack & Bolio's","1663 Beacon St",42.3387,-71.1374,"/restaurants/emack-bolios-2/","$","red","  "
"Emack & Bolio's","290 Newbury St",42.349,-71.0849,"/restaurants/emack-bolios-4/","$","red","  "
"Emack & Bolio's","255 State St",42.3597,-71.0519,"/restaurants/emack-bolios-6/","$","red","  "
"Emerald Lounge","200 Stuart St",42.3506,-71.0679,"/restaurants/emerald-lounge/","$$$","yellow","  "
"Emilios Pizza","536 Tremont St",42.3444,-71.0711,"/restaurants/emilios-pizza/","$$","yellow","  "
"Emma's Pizza","40 Hampshire St",42.3667,-71.0924,"/restaurants/emmas-pizza/","$$","yellow","  "
"Emmet's","6 Beacon St",42.3585,-71.0618,"/restaurants/emmets/","$$","red","  "
"Empire","1 Marina Park Dr",42.3538,-71.0443,"/restaurants/empire/","$$$$$","red","  gluten-free"
"Empire Garden Restaurant","690 Washington St",42.3515,-71.0631,"/restaurants/empire-garden-restaurant/","$$","red","  "
"Equal Exchange","226 Causeway St",42.3666,-71.0595,"/restaurants/equal-exchange/","$","yellow","  "
"Equal Exchange Free Range Cafe","Location Varies",42.3515,-71.0602,"/restaurants/equal-exchange-free-range-cafe/","$","red","  "
"Equator","1721 Washington St",42.3369,-71.0766,"/restaurants/equator/","$$","red","  "
"Erbaluce","69 Church St",42.35,-71.0688,"/restaurants/erbaluce/","$$$$$","yellow","  "
"Ernesto's","69 Salem St",42.3634,-71.0563,"/restaurants/ernestos/","$","red","  "
"Esperia Grill","344 Washington St",42.349,-71.153,"/restaurants/esperia-grill/","$$$","yellow","  "
"Espresso Love","33 Broad St",42.3584,-71.0545,"/restaurants/espresso-love/","$$","green","  "
"Estelle's","782 Tremont St",42.3392,-71.0805,"/restaurants/estelles/","$$$","yellow","  "
"Estragon","700 Harrison Ave",42.3384,-71.0709,"/restaurants/estragon/","$$$","yellow","vegan vegetarian-friendly "
"Evan's NY Style Deli","Location Varies",42.3606,-71.0621,"/restaurants/evans-ny-style-deli/","$$","green","  "
"EVOO","350 3rd St",42.3637,-71.0834,"/restaurants/evoo/","$$$$$","yellow","  "
"Evoo Restaurant","350 3 Street In Kendall,square",42.3637,-71.0833,"/restaurants/evoo-restaurant/","$","red","  "
"Express Pizza","3381 Washington St",42.3087,-71.1053,"/restaurants/express-pizza/","$","yellow","  "
"Fairsted Kitchen","1704 Beacon St",42.3386,-71.1389,"/restaurants/fairsted-kitchen/","$$$$","yellow","  "
"Fajitas & 'Ritas","25 West St",42.3548,-71.0625,"/restaurants/fajitas-ritas/","$","yellow","  "
"Falafel Corner","8 1/2 Eliot St",42.3726,-71.1218,"/restaurants/falafel-corner/","$$","green","  "
"Falafel King","260 Washington St",42.3578,-71.0579,"/restaurants/falafel-king/","$","yellow","  "
"Falafel King","62 Summer St",42.3542,-71.0587,"/restaurants/falafel-king-2/","$","yellow","  "
"Falafel King Restaurant","48 Winter St",42.3559,-71.0619,"/restaurants/falafel-king-restaurant/","$","yellow","  "
"Falafel Palace","25 Central Sq",42.3653,-71.1039,"/restaurants/moodys-falafel-palace/","$","yellow","  "
"Family Kitchen","198 Bunker Hill St",42.3788,-71.0621,"/restaurants/family-kitchen/","$","green","  "
"Farmer Horse Coffee","374 Massachusetts Ave",42.3419,-71.0834,"/restaurants/farmer-horse-coffee/","$","green","  "
"Fast Eddie's Pizza","1696 Commonwealth Ave",42.3413,-71.1466,"/restaurants/fast-eddies-pizza/","$$","yellow","  "
"Felcaro Pizzeria","280 Cambridge St",42.3613,-71.0685,"/restaurants/felcaro-pizzeria/","$","red","  "
"Felipe's Taqueria","21 Brattle St",42.3733,-71.1205,"/restaurants/felipes-taqueria/","$","yellow","  "
"Fenmore American Bistro","645 Beacon St",42.3487,-71.0974,"/restaurants/fenmore-american-bistro/","$$$","yellow","  "
